DLRT,PSIZ,REPL,SQLN,NGEN,MTHD,SENL,SEI1,SEI2,SEFP,SEFN,SERF
0.0000000005,1000,08,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,08,250,25,astral,100,97,97,7,7,0.072165
0.0000000005,1000,08,250,25,astrid,100,97,97,6,6,0.061856
0.0000000005,1000,09,250,25,njst,100,97,97,1,1,0.010309
0.0000000005,1000,09,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,09,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,09,250,25,astral,100,97,97,22,22,0.226804
0.0000000005,1000,09,250,25,astrid,100,97,97,2,2,0.020619
0.0000000005,1000,10,250,25,njst,100,97,97,6,6,0.061856
0.0000000005,1000,10,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,10,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,10,250,25,astral,100,97,97,7,7,0.072165
0.0000000005,1000,10,250,25,astrid,100,97,97,6,6,0.061856
0.0000000005,50000000,01,250,25,njst,100,97,97,5,5,0.051546
0.0000000005,50000000,01,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,01,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,01,250,25,astral,100,97,97,7,7,0.072165
0.0000000005,50000000,01,250,25,astrid,100,97,97,3,3,0.030928
0.0000000005,50000000,02,250,25,njst,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,02,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,02,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,02,250,25,astral,100,97,97,17,17,0.175258
0.0000000005,50000000,02,250,25,astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,03,250,25,njst,100,97,97,11,11,0.113402
0.0000000005,50000000,03,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,03,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,03,250,25,astral,100,97,97,23,23,0.237113
0.0000000005,50000000,03,250,25,astrid,100,97,97,9,9,0.092784
0.0000000005,50000000,04,250,25,njst,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,04,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,04,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,04,250,25,astral,100,97,97,32,32,0.329897
0.0000000005,50000000,04,250,25,astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,05,250,25,njst,100,97,97,11,11,0.113402
0.0000000005,50000000,05,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,05,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,05,250,25,astral,100,97,97,20,20,0.206186
0.0000000005,50000000,05,250,25,astrid,100,97,97,14,14,0.144330
0.0000000005,50000000,06,250,25,njst,100,97,97,10,10,0.103093
0.0000000005,50000000,06,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,06,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,06,250,25,astral,100,97,97,11,11,0.113402
0.0000000005,50000000,06,250,25,astrid,100,97,97,9,9,0.092784
0.0000000005,50000000,07,250,25,njst,100,97,97,12,12,0.123711
0.0000000005,50000000,07,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,07,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,07,250,25,astral,100,97,97,17,17,0.175258
0.0000000005,50000000,07,250,25,astrid,100,97,97,11,11,0.113402
0.0000000005,50000000,08,250,25,njst,100,97,97,9,9,0.092784
0.0000000005,50000000,08,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,08,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,08,250,25,astral,100,97,97,22,22,0.226804
0.0000000005,50000000,08,250,25,astrid,100,97,97,8,8,0.082474
0.0000000005,50000000,09,250,25,njst,100,97,97,9,9,0.092784
0.0000000005,50000000,09,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,09,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,09,250,25,astral,100,97,97,10,10,0.103093
0.0000000005,50000000,09,250,25,astrid,100,97,97,9,9,0.092784
0.0000000005,50000000,10,250,25,njst,100,97,97,10,10,0.103093
0.0000000005,50000000,10,250,25,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,10,250,25,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,10,250,25,astral,100,97,97,14,14,0.144330
0.0000000005,50000000,10,250,25,astrid,100,97,97,10,10,0.103093
0.0,1000,01,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,01,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,01,0,50,split,100,97,97,0,0,0.000000
0.0,1000,01,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,01,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,02,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,02,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,02,0,50,split,100,97,97,0,0,0.000000
0.0,1000,02,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,02,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,03,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,03,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,03,0,50,split,100,97,97,0,0,0.000000
0.0,1000,03,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,03,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,04,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,04,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,04,0,50,split,100,97,97,0,0,0.000000
0.0,1000,04,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,04,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,05,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,05,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,05,0,50,split,100,97,97,0,0,0.000000
0.0,1000,05,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,05,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,06,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,06,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,06,0,50,split,100,97,97,0,0,0.000000
0.0,1000,06,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,06,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,07,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,07,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,07,0,50,split,100,97,97,0,0,0.000000
0.0,1000,07,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,07,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,08,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,08,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,08,0,50,split,100,97,97,0,0,0.000000
0.0,1000,08,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,08,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,09,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,09,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,09,0,50,split,100,97,97,0,0,0.000000
0.0,1000,09,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,09,0,50,astrid,100,97,97,0,0,0.000000
0.0,1000,10,0,50,njst,100,97,97,0,0,0.000000
0.0,1000,10,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,1000,10,0,50,split,100,97,97,0,0,0.000000
0.0,1000,10,0,50,astral,100,97,97,0,0,0.000000
0.0,1000,10,0,50,astrid,100,97,97,0,0,0.000000
0.0,50000000,01,0,50,njst,100,97,97,1,1,0.010309
0.0,50000000,01,0,50,split-astrid,100,97,97,1,1,0.010309
0.0,50000000,01,0,50,split,100,97,97,0,0,0.000000
0.0,50000000,01,0,50,astral,100,97,97,0,0,0.000000
0.0,50000000,01,0,50,astrid,100,97,97,1,1,0.010309
0.0,50000000,02,0,50,njst,100,97,97,2,2,0.020619
0.0,50000000,02,0,50,split-astrid,100,97,97,2,2,0.020619
0.0,50000000,02,0,50,split,100,97,97,3,3,0.030928
0.0,50000000,02,0,50,astral,100,97,97,3,3,0.030928
0.0,50000000,02,0,50,astrid,100,97,97,2,2,0.020619
0.0,50000000,03,0,50,njst,100,97,97,3,3,0.030928
0.0,50000000,03,0,50,split-astrid,100,97,97,3,3,0.030928
0.0,50000000,03,0,50,split,100,97,97,3,3,0.030928
0.0,50000000,03,0,50,astral,100,97,97,3,3,0.030928
0.0,50000000,03,0,50,astrid,100,97,97,3,3,0.030928
0.0,50000000,04,0,50,njst,100,97,97,0,0,0.000000
0.0,50000000,04,0,50,split-astrid,100,97,97,0,0,0.000000
0.0,50000000,04,0,50,split,100,97,97,0,0,0.000000
0.0,50000000,04,0,50,astral,100,97,97,0,0,0.000000
0.0,50000000,04,0,50,astrid,100,97,97,0,0,0.000000
0.0,50000000,05,0,50,njst,100,97,97,3,3,0.030928
0.0,50000000,05,0,50,split-astrid,100,97,97,3,3,0.030928
0.0,50000000,05,0,50,split,100,97,97,3,3,0.030928
0.0,50000000,05,0,50,astral,100,97,97,3,3,0.030928
0.0,50000000,05,0,50,astrid,100,97,97,3,3,0.030928
0.0,50000000,06,0,50,njst,100,97,97,2,2,0.020619
0.0,50000000,06,0,50,split-astrid,100,97,97,2,2,0.020619
0.0,50000000,06,0,50,split,100,97,97,1,1,0.010309
0.0,50000000,06,0,50,astral,100,97,97,2,2,0.020619
0.0,50000000,06,0,50,astrid,100,97,97,2,2,0.020619
0.0,50000000,07,0,50,njst,100,97,97,1,1,0.010309
0.0,50000000,07,0,50,split-astrid,100,97,97,1,1,0.010309
0.0,50000000,07,0,50,split,100,97,97,1,1,0.010309
0.0,50000000,07,0,50,astral,100,97,97,1,1,0.010309
0.0,50000000,07,0,50,astrid,100,97,97,1,1,0.010309
0.0,50000000,08,0,50,njst,100,97,97,1,1,0.010309
0.0,50000000,08,0,50,split-astrid,100,97,97,1,1,0.010309
0.0,50000000,08,0,50,split,100,97,97,1,1,0.010309
0.0,50000000,08,0,50,astral,100,97,97,1,1,0.010309
0.0,50000000,08,0,50,astrid,100,97,97,1,1,0.010309
0.0,50000000,09,0,50,njst,100,97,97,1,1,0.010309
0.0,50000000,09,0,50,split-astrid,100,97,97,1,1,0.010309
0.0,50000000,09,0,50,split,100,97,97,1,1,0.010309
0.0,50000000,09,0,50,astral,100,97,97,1,1,0.010309
0.0,50000000,09,0,50,astrid,100,97,97,1,1,0.010309
0.0,50000000,10,0,50,njst,100,97,97,1,1,0.010309
0.0,50000000,10,0,50,split-astrid,100,97,97,1,1,0.010309
0.0,50000000,10,0,50,split,100,97,97,1,1,0.010309
0.0,50000000,10,0,50,astral,100,97,97,1,1,0.010309
0.0,50000000,10,0,50,astrid,100,97,97,1,1,0.010309
0.0000000001,1000,01,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,01,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,01,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,01,0,50,astral,100,97,97,1,1,0.010309
0.0000000001,1000,01,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,02,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,02,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,02,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,02,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,02,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,03,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,03,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,03,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,03,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,03,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,04,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,04,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,04,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,04,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,04,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,05,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,05,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,05,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,05,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,05,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,06,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,06,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,06,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,06,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,06,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,07,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,07,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,07,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,07,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,07,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,08,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,08,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,08,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,08,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,08,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,09,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,09,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,09,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,09,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,09,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,1000,10,0,50,njst,100,97,97,0,0,0.000000
0.0000000001,1000,10,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000001,1000,10,0,50,split,100,97,97,0,0,0.000000
0.0000000001,1000,10,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,1000,10,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,50000000,01,0,50,njst,100,97,97,1,1,0.010309
0.0000000001,50000000,01,0,50,split-astrid,100,97,97,2,2,0.020619
0.0000000001,50000000,01,0,50,split,100,97,97,4,4,0.041237
0.0000000001,50000000,01,0,50,astral,100,97,97,1,1,0.010309
0.0000000001,50000000,01,0,50,astrid,100,97,97,1,1,0.010309
0.0000000001,50000000,02,0,50,njst,100,97,97,3,3,0.030928
0.0000000001,50000000,02,0,50,split-astrid,100,97,97,4,4,0.041237
0.0000000001,50000000,02,0,50,split,100,97,97,5,5,0.051546
0.0000000001,50000000,02,0,50,astral,100,97,97,4,4,0.041237
0.0000000001,50000000,02,0,50,astrid,100,97,97,3,3,0.030928
0.0000000001,50000000,03,0,50,njst,100,97,97,1,1,0.010309
0.0000000001,50000000,03,0,50,split-astrid,100,97,97,3,3,0.030928
0.0000000001,50000000,03,0,50,split,100,97,97,1,1,0.010309
0.0000000001,50000000,03,0,50,astral,100,97,97,2,2,0.020619
0.0000000001,50000000,03,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,50000000,04,0,50,njst,100,97,97,2,2,0.020619
0.0000000001,50000000,04,0,50,split-astrid,100,97,97,1,1,0.010309
0.0000000001,50000000,04,0,50,split,100,97,97,1,1,0.010309
0.0000000001,50000000,04,0,50,astral,100,97,97,2,2,0.020619
0.0000000001,50000000,04,0,50,astrid,100,97,97,2,2,0.020619
0.0000000001,50000000,05,0,50,njst,100,97,97,1,1,0.010309
0.0000000001,50000000,05,0,50,split-astrid,100,97,97,1,1,0.010309
0.0000000001,50000000,05,0,50,split,100,97,97,1,1,0.010309
0.0000000001,50000000,05,0,50,astral,100,97,97,1,1,0.010309
0.0000000001,50000000,05,0,50,astrid,100,97,97,1,1,0.010309
0.0000000001,50000000,06,0,50,njst,100,97,97,4,4,0.041237
0.0000000001,50000000,06,0,50,split-astrid,100,97,97,10,10,0.103093
0.0000000001,50000000,06,0,50,split,100,97,97,8,8,0.082474
0.0000000001,50000000,06,0,50,astral,100,97,97,5,5,0.051546
0.0000000001,50000000,06,0,50,astrid,100,97,97,5,5,0.051546
0.0000000001,50000000,07,0,50,njst,100,97,97,1,1,0.010309
0.0000000001,50000000,07,0,50,split-astrid,100,97,97,2,2,0.020619
0.0000000001,50000000,07,0,50,split,100,97,97,3,3,0.030928
0.0000000001,50000000,07,0,50,astral,100,97,97,0,0,0.000000
0.0000000001,50000000,07,0,50,astrid,100,97,97,0,0,0.000000
0.0000000001,50000000,08,0,50,njst,100,97,97,1,1,0.010309
0.0000000001,50000000,08,0,50,split-astrid,100,97,97,3,3,0.030928
0.0000000001,50000000,08,0,50,split,100,97,97,3,3,0.030928
0.0000000001,50000000,08,0,50,astral,100,97,97,2,2,0.020619
0.0000000001,50000000,08,0,50,astrid,100,97,97,1,1,0.010309
0.0000000001,50000000,09,0,50,njst,100,97,97,1,1,0.010309
0.0000000001,50000000,09,0,50,split-astrid,100,97,97,5,5,0.051546
0.0000000001,50000000,09,0,50,split,100,97,97,5,5,0.051546
0.0000000001,50000000,09,0,50,astral,100,97,97,2,2,0.020619
0.0000000001,50000000,09,0,50,astrid,100,97,97,1,1,0.010309
0.0000000001,50000000,10,0,50,njst,100,97,97,4,4,0.041237
0.0000000001,50000000,10,0,50,split-astrid,100,97,97,6,6,0.061856
0.0000000001,50000000,10,0,50,split,100,97,97,8,8,0.082474
0.0000000001,50000000,10,0,50,astral,100,97,97,2,2,0.020619
0.0000000001,50000000,10,0,50,astrid,100,97,97,4,4,0.041237
0.0000000002,1000,01,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,01,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,01,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,01,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,01,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,02,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,02,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,02,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,02,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,02,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,03,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,03,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,03,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,03,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,03,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,04,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,04,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,04,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,04,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,04,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,50,njst,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,50,split-astrid,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,50,split,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,50000000,01,0,50,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,01,0,50,split-astrid,100,97,97,2,2,0.020619
0.0000000002,50000000,01,0,50,split,100,97,97,3,3,0.030928
0.0000000002,50000000,01,0,50,astral,100,97,97,2,2,0.020619
0.0000000002,50000000,01,0,50,astrid,100,97,97,2,2,0.020619
0.0000000002,50000000,02,0,50,njst,100,97,97,3,3,0.030928
0.0000000002,50000000,02,0,50,split-astrid,100,97,97,3,3,0.030928
0.0000000002,50000000,02,0,50,split,100,97,97,4,4,0.041237
0.0000000002,50000000,02,0,50,astral,100,97,97,4,4,0.041237
0.0000000002,50000000,02,0,50,astrid,100,97,97,3,3,0.030928
0.0000000002,50000000,03,0,50,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,03,0,50,split-astrid,100,97,97,2,2,0.020619
0.0000000002,50000000,03,0,50,split,100,97,97,1,1,0.010309
0.0000000002,50000000,03,0,50,astral,100,97,97,0,0,0.000000
0.0000000002,50000000,03,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,50000000,04,0,50,njst,100,97,97,2,2,0.020619
0.0000000002,50000000,04,0,50,split-astrid,100,97,97,1,1,0.010309
0.0000000002,50000000,04,0,50,split,100,97,97,1,1,0.010309
0.0000000002,50000000,04,0,50,astral,100,97,97,2,2,0.020619
0.0000000002,50000000,04,0,50,astrid,100,97,97,2,2,0.020619
0.0000000002,50000000,05,0,50,njst,100,97,97,3,3,0.030928
0.0000000002,50000000,05,0,50,split-astrid,100,97,97,3,3,0.030928
0.0000000002,50000000,05,0,50,split,100,97,97,5,5,0.051546
0.0000000002,50000000,05,0,50,astral,100,97,97,3,3,0.030928
0.0000000002,50000000,05,0,50,astrid,100,97,97,4,4,0.041237
0.0000000002,50000000,06,0,50,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,06,0,50,split-astrid,100,97,97,8,8,0.082474
0.0000000002,50000000,06,0,50,split,100,97,97,8,8,0.082474
0.0000000002,50000000,06,0,50,astral,100,97,97,1,1,0.010309
0.0000000002,50000000,06,0,50,astrid,100,97,97,0,0,0.000000
0.0000000002,50000000,07,0,50,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,07,0,50,split-astrid,100,97,97,11,11,0.113402
0.0000000002,50000000,07,0,50,split,100,97,97,10,10,0.103093
0.0000000002,50000000,07,0,50,astral,100,97,97,1,1,0.010309
0.0000000002,50000000,07,0,50,astrid,100,97,97,1,1,0.010309
0.0000000002,50000000,08,0,50,njst,100,97,97,4,4,0.041237
0.0000000002,50000000,08,0,50,split-astrid,100,97,97,6,6,0.061856
0.0000000002,50000000,08,0,50,split,100,97,97,7,7,0.072165
0.0000000002,50000000,08,0,50,astral,100,97,97,7,7,0.072165
0.0000000002,50000000,08,0,50,astrid,100,97,97,5,5,0.051546
0.0000000002,50000000,09,0,50,njst,100,97,97,4,4,0.041237
0.0000000002,50000000,09,0,50,split-astrid,100,97,97,7,7,0.072165
0.0000000002,50000000,09,0,50,split,100,97,97,8,8,0.082474
0.0000000002,50000000,09,0,50,astral,100,97,97,7,7,0.072165
0.0000000002,50000000,09,0,50,astrid,100,97,97,4,4,0.041237
0.0000000002,50000000,10,0,50,njst,100,97,97,3,3,0.030928
0.0000000002,50000000,10,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,10,0,50,split,100,97,97,4,4,0.041237
0.0000000002,50000000,10,0,50,astral,100,97,97,3,3,0.030928
0.0000000002,50000000,10,0,50,astrid,100,97,97,3,3,0.030928
0.0000000005,1000,01,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,01,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,01,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,01,0,50,astral,100,97,97,0,0,0.000000
0.0000000005,1000,01,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,02,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,02,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,02,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,02,0,50,astral,100,97,97,2,2,0.020619
0.0000000005,1000,02,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,03,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,03,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,03,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,03,0,50,astral,100,97,97,0,0,0.000000
0.0000000005,1000,03,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,04,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,04,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,04,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,04,0,50,astral,100,97,97,0,0,0.000000
0.0000000005,1000,04,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,05,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,05,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,05,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,05,0,50,astral,100,97,97,1,1,0.010309
0.0000000005,1000,05,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,06,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,06,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,06,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,06,0,50,astral,100,97,97,0,0,0.000000
0.0000000005,1000,06,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,07,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,07,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,07,0,50,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,07,0,50,astral,100,97,97,0,0,0.000000
0.0000000005,1000,07,0,50,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,08,0,50,njst,100,97,97,0,0,0.000000
0.0000000005,1000,08,0,50,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,08,0,50,split,NA,NA,NA,NA,NA,NA
